"state","acclength","areacode","interplan","vmailplan","vmailmess","daycalls","daycharge","evecalls","evecharge","nightcalls","nightcharge","intlcalls","intlcharge","custservcalls","churn"
"WA",184,408,"no","no",0,93,25.79,77,15.17,111,10.31,8,3.54,2,"no"
"AR",109,510,"no","no",0,102,26.03,77,19.9,74,14.81,9,2.67,3,"no"
"WI",127,415,"no","no",0,93,37.16,130,12.74,131,9.21,5,2.48,2,"no"
"WA",82,510,"no","no",0,122,45.08,102,15.19,90,7.86,9,2.89,2,"no"
"RI",180,415,"no","no",0,134,24.36,113,15.34,87,8.29,4,2.73,1,"no"
"ME",174,415,"no","no",0,98,32.35,70,21.48,97,9.93,9,1.94,2,"no"
"CO",92,415,"no","no",0,60,31.4,73,22.27,120,10.78,6,3.32,2,"yes"
"RI",125,408,"no","no",0,108,19.21,107,14.38,61,7.05,5,2.48,2,"yes"
"CT",119,408,"no","no",0,100,50.01,53,19.76,64,8.78,1,2.43,0,"yes"
"NC",122,415,"no","no",0,86,36.65,59,14.26,67,9.32,8,1.73,3,"no"
"WY",34,408,"no","no",0,80,21.9,93,17.74,103,9.09,7,3.78,1,"no"
"OR",138,415,"yes","yes",28,117,35.9,98,26.56,118,8.01,2,2.89,3,"yes"
"FL",90,415,"no","yes",24,82,12.1,103,15.44,111,8.41,1,3.48,1,"no"
"KY",73,408,"no","no",0,121,16.13,83,21.52,86,7.88,2,3.83,2,"no"
"SC",19,510,"no","no",0,116,44.1,109,22.92,130,7.89,3,2.57,1,"yes"
"WA",120,408,"no","yes",28,123,36.69,76,24.24,78,8.64,3,1.86,1,"no"
"MT",160,415,"no","no",0,113,16.58,69,22.79,62,11.49,4,3.56,3,"no"
"PA",141,510,"no","no",0,121,24.91,125,14.44,112,10.75,5,2.21,0,"no"
"MA",90,408,"no","no",0,72,26.84,93,19.89,86,9.45,5,3.29,2,"no"
"VT",72,415,"no","no",0,117,23.78,96,19.01,93,10.84,4,3.43,2,"no"
"MN",117,408,"no","yes",21,112,26.04,110,22.38,85,6.08,7,3.21,1,"no"
"IL",79,408,"yes","no",0,134,17.6,111,27.14,124,10.8,4,2.27,2,"no"
"AR",87,408,"no","no",0,119,31.59,83,16.35,96,9,4,1.78,1,"no"
"MT",49,408,"no","no",0,91,40.22,146,18.78,114,6.61,2,2.4,1,"no"
"CO",107,415,"no","no",0,100,28.44,79,13.93,100,8.37,5,1.81,2,"no"
"NC",190,408,"no","no",0,101,30.97,95,18.05,123,10.49,4,2.51,2,"no"
"WA",118,510,"no","no",0,80,19.21,87,12.76,115,9.19,4,2.92,2,"no"
"TN",120,415,"no","no",0,133,31.57,149,19.98,78,11.54,6,4.56,0,"no"
"AR",94,408,"no","no",0,114,23.15,118,14.03,71,6.21,5,2.59,0,"no"
"DC",115,510,"no","yes",29,81,37.84,109,16.18,87,9.05,2,3.11,1,"no"
"MN",61,415,"no","no",0,67,33.54,106,22.48,116,9.47,6,2.43,1,"no"
"IA",143,510,"no","yes",33,130,24.04,114,15.84,111,9.45,6,2.08,1,"no"
"ND",104,415,"no","no",0,92,20.15,109,15.11,98,11.51,4,3.27,1,"no"
"MT",16,510,"no","no",0,65,26.04,90,19.52,94,6.67,8,2.89,1,"no"
"IL",183,510,"no","no",0,87,18.41,116,15.61,109,7.95,2,3.65,0,"no"
"DC",147,408,"no","no",0,92,28.66,107,15.95,95,9.74,8,3.89,2,"no"
"KY",58,415,"no","no",0,116,42.02,103,25.81,94,4.74,2,2.51,2,"yes"
"MS",102,510,"yes","no",0,81,38.11,90,20.68,66,6.65,8,3.24,3,"no"
"TN",123,415,"no","no",0,98,28.37,77,18.85,114,10.98,4,3.46,3,"no"
"IA",64,415,"no","yes",43,100,20.13,108,12.25,91,7.11,6,2.3,1,"no"
"AK",103,510,"no","no",0,62,32.45,53,19.26,96,10.35,3,2.11,2,"no"
"MN",152,415,"no","no",0,60,54.03,100,13,63,5.55,7,2.81,1,"yes"
"WV",124,415,"no","no",0,112,53.04,109,15.3,94,7.59,4,3.46,1,"yes"
"OR",97,415,"no","no",0,121,24.82,141,17.26,120,6.83,2,3.59,1,"no"
"MS",131,415,"no","no",0,95,22.37,109,15.24,129,11.3,3,4.19,1,"yes"
"MN",157,510,"no","no",0,92,31.47,85,18.11,85,8.82,5,2.3,2,"no"
"GA",194,510,"no","no",0,106,32.86,150,14.37,122,10.13,4,3.19,0,"no"
"DC",66,415,"no","no",0,107,24.89,99,16.7,106,10.35,2,2.11,1,"no"
"GA",155,510,"no","no",0,90,12.1,119,25.87,103,8.25,4,2.32,0,"no"
"OK",116,510,"no","no",0,90,34.85,114,11.98,96,12.27,4,2.03,2,"no"
"OK",63,415,"no","no",0,78,21.88,133,20.47,121,10.7,6,3.46,1,"no"
"GA",64,510,"no","no",0,78,36.87,115,17.94,116,8.09,5,3.08,3,"no"
"NJ",96,510,"no","no",0,122,25.5,116,18.57,89,9.56,1,2.65,3,"no"
"MN",53,415,"no","no",0,106,27.9,56,17.51,124,8.76,2,3.08,1,"no"
"ME",105,510,"no","no",0,113,36.04,128,19.26,114,8.71,7,2.4,3,"no"
"MI",53,510,"no","yes",37,99,28.44,99,16.55,112,10.65,9,3.24,2,"no"
"MT",101,415,"no","no",0,130,26.25,101,18.46,52,8.34,4,3.75,1,"no"
"NE",129,510,"no","yes",30,95,30.14,102,18,108,10.81,7,2.51,3,"no"
"ND",122,408,"no","no",0,141,39.3,136,22.76,100,10.81,5,2.38,1,"yes"
"VT",93,408,"no","no",0,120,25.43,85,17.06,107,8.15,9,3.86,0,"no"
"AL",25,408,"no","no",0,80,45.03,66,23.9,80,7.47,4,2.27,1,"yes"
"DC",73,408,"no","no",0,92,20.74,114,11.76,128,10.09,5,1.57,1,"no"
"ND",120,415,"no","no",0,88,30.12,99,22.98,90,10.42,2,3.78,2,"no"
"TN",196,415,"no","no",0,80,22.63,120,17.55,96,9.97,8,2.78,1,"no"
"DE",97,510,"no","no",0,90,38.27,127,23.76,103,10.52,4,2.38,0,"yes"
"NY",148,408,"no","no",0,120,35.43,99,14.82,105,13.98,4,3.02,1,"no"
"AL",85,408,"no","yes",30,107,29.43,101,21.01,104,7.14,5,3.11,1,"no"
"OK",86,510,"yes","no",0,131,27.61,102,14.2,118,5.8,2,3.08,2,"yes"
"MS",78,415,"no","yes",13,93,47.8,101,15.15,129,10.99,5,1.73,2,"no"
"MD",106,415,"no","no",0,89,35.41,67,14.4,90,4.59,4,4.29,3,"no"
"NE",147,415,"no","yes",38,126,41.38,109,23.27,91,12.73,8,3.81,2,"no"
"AR",145,415,"no","no",0,89,38.11,121,26.77,121,8.23,3,4.35,1,"yes"
"IL",91,415,"no","no",0,100,32.18,107,20.34,89,4.04,3,2.67,3,"no"
"LA",69,415,"no","yes",37,98,26.35,105,12.1,117,6.47,4,1.59,1,"no"
"ID",135,510,"no","no",0,130,26.25,90,17.32,59,7.14,3,3.19,0,"no"
"KY",73,510,"no","no",0,102,39.9,110,16.63,71,11.4,8,2.27,2,"no"
"MI",48,415,"no","no",0,88,40.8,117,11.99,137,5.8,9,1.92,1,"no"
"NH",125,415,"yes","no",0,78,50.73,142,22.99,84,4.83,2,3.29,0,"yes"
"WV",100,415,"no","no",0,102,28.22,97,20.07,93,6.04,4,2.94,1,"no"
"OR",165,415,"no","yes",33,140,18.97,111,18.13,115,12.04,3,4.32,0,"no"
"SD",64,415,"no","no",0,98,29.67,103,15.32,89,8.06,2,2.89,2,"no"
"MD",116,510,"yes","yes",27,137,29.84,60,17.9,121,13.27,5,1.86,1,"no"
"ND",147,408,"yes","yes",35,109,26.78,67,16.12,76,10.22,2,3,3,"yes"
"TN",115,415,"no","no",0,113,35.05,102,14.99,119,13.37,7,2.97,1,"no"
"UT",134,415,"no","no",0,85,44,114,11.01,106,8.71,7,2.94,2,"no"
"MI",105,415,"no","no",0,106,38.57,77,15.49,107,9.18,2,3.13,0,"yes"
"AR",88,408,"no","no",0,119,25.99,107,14.55,106,11.57,5,3.24,2,"no"
"TX",90,408,"no","yes",27,51,26.64,118,20.1,111,5.54,6,3.4,2,"no"
"AK",86,408,"no","no",0,85,25.64,88,25.15,104,11.12,1,3.38,1,"no"
"NH",141,415,"no","yes",32,92,54.81,107,24.07,111,9.43,3,1.81,1,"yes"
"NM",148,408,"no","no",0,148,26.11,87,22.28,99,10.15,3,2.65,2,"no"
"MN",163,408,"no","yes",22,91,36.57,102,11.81,109,6.58,2,3.35,2,"no"
"IA",89,415,"no","yes",35,108,29.65,100,16.72,74,5.73,3,3.19,1,"no"
"RI",63,415,"no","no",0,126,30.69,98,19.55,73,10.46,3,2.86,0,"no"
"AL",102,415,"no","no",0,106,20.93,102,15.47,75,11.01,7,3.4,2,"no"
"NC",76,510,"no","no",0,94,28.17,80,21.88,114,7.69,4,2.7,1,"no"
"SD",104,408,"no","no",0,92,34.03,87,10.09,65,10.65,6,1.62,2,"no"
"MT",109,510,"no","no",0,82,26.32,109,24.45,80,9.38,9,1.59,3,"no"
"HI",105,510,"no","no",0,116,21.32,95,22.23,104,10.87,9,3.08,2,"no"
"MT",63,415,"no","yes",33,111,31.31,89,26.57,55,11.88,4,3.29,1,"no"
"KY",105,415,"no","yes",24,99,46.7,118,16.45,109,13.48,3,2.92,3,"no"
"DC",68,415,"yes","yes",39,140,24.14,89,20.54,72,13.59,5,3.05,1,"no"
"CO",63,408,"yes","yes",21,99,25.76,89,12.56,114,9.47,4,2.7,1,"no"
"MI",74,415,"no","no",0,114,21.22,121,11.31,85,7.21,7,2.86,3,"no"
"AL",76,415,"no","no",0,85,30.46,66,18.95,113,8.47,2,3.35,0,"no"
"KS",91,408,"yes","no",0,110,41.89,98,15.47,106,7.09,2,3.27,2,"yes"
"SC",116,408,"no","no",0,120,48.96,90,21.74,99,10.5,4,3.62,0,"yes"
"CO",131,415,"no","yes",23,145,29.04,93,20.12,100,13.25,1,3.43,1,"no"
"MN",84,415,"no","no",0,114,36.74,107,16.79,104,9.8,3,2.65,1,"no"
"WY",104,415,"no","no",0,100,23.58,58,18.31,98,7.39,4,1.32,2,"no"
"FL",108,510,"no","no",0,112,35.82,73,20.29,90,11.41,5,2.48,3,"no"
"NY",111,415,"no","no",0,117,30.91,91,13.44,123,11.98,9,2.62,0,"no"
"OK",155,408,"no","yes",30,103,10.47,110,21.68,96,10.17,5,3.35,1,"no"
"ME",66,510,"no","no",0,85,35.31,112,16.72,83,11.78,3,1.84,1,"no"
"NE",64,510,"no","no",0,73,37.26,65,14.2,119,7.26,5,2.7,1,"no"
"OH",69,415,"no","no",0,122,38.59,111,21.99,87,7.64,1,2.4,2,"no"
"CT",116,415,"no","no",0,73,41.8,87,20.41,89,7.14,5,2.4,3,"no"
"DC",101,415,"no","no",0,84,43.74,115,15.71,109,4.9,7,3.65,0,"no"
"IA",197,415,"no","no",0,96,39.76,111,18.61,109,8.23,3,2.57,0,"no"
"VA",50,415,"yes","no",0,108,16.93,102,26.24,62,7.25,6,3.7,2,"yes"
"NM",188,415,"yes","yes",26,115,33.8,67,14.16,118,8.93,3,3.89,1,"yes"
"FL",85,408,"yes","no",0,86,19.75,127,19.52,109,9.19,3,2.73,3,"no"
"RI",103,510,"yes","no",0,128,43.5,92,11.98,130,13.9,2,3.27,1,"yes"
"NJ",136,408,"no","yes",27,84,31.91,147,18.79,110,6.56,4,2.7,3,"no"
"NE",155,408,"no","yes",21,91,33.3,84,18.18,111,3.97,4,2.32,0,"no"
"WY",116,510,"no","yes",12,108,37.57,118,12.84,80,8.06,6,2.43,2,"no"
"SC",152,408,"no","no",0,92,23.89,96,15.88,89,10.22,5,2.57,2,"no"
"MS",65,415,"yes","no",0,123,47.24,112,13.24,71,11.56,10,2.48,0,"yes"
"ND",180,415,"no","no",0,105,38.23,101,21.25,73,9.72,5,1.81,3,"yes"
"IL",67,415,"no","no",0,117,18.55,124,18.48,141,8.48,6,3.46,0,"no"
"OR",60,415,"no","no",0,109,35.33,112,10.5,115,13.12,9,1.54,0,"no"
"UT",138,510,"no","no",0,96,35,94,21.85,63,9.4,8,3.27,0,"no"
"ME",25,510,"no","no",0,69,41.24,117,17.77,82,9.89,6,3.89,2,"no"
"WI",122,510,"no","yes",28,62,28.22,88,19.88,84,7.65,3,2.08,2,"no"
"SC",121,415,"no","no",0,126,24.62,82,17.05,81,9.4,9,3.59,0,"yes"
"DC",55,510,"yes","no",0,77,18.04,100,10.5,92,4.34,3,3.48,0,"no"
"CT",77,415,"no","no",0,84,37.71,125,14.11,72,9.46,4,3.56,1,"no"
"OR",12,415,"no","no",0,98,34.78,90,18.06,95,8.19,7,2.65,2,"no"
"OR",64,510,"no","no",0,93,36.3,114,14.16,78,5.49,3,3.81,3,"no"
"NV",92,415,"no","yes",44,95,25.84,73,23.37,121,7.31,1,2.7,2,"no"
"MN",125,415,"yes","yes",29,81,44.34,112,13.91,117,12.23,6,4.59,1,"yes"
"OK",160,408,"no","no",0,117,28.29,129,26.95,121,7.22,2,2.7,1,"no"
"KS",79,415,"no","no",0,83,30.24,84,14.22,142,10.07,8,4.1,0,"no"
"RI",36,415,"no","no",0,97,39.97,104,16.73,110,11.69,7,1.89,3,"no"
"DC",102,415,"no","no",0,92,31.76,123,14.76,131,11.29,4,2.62,2,"no"
"IL",138,408,"yes","no",0,81,45.63,115,14.82,96,8.71,4,3.13,1,"no"
"UT",164,510,"no","no",0,95,32.66,94,21.23,100,5.97,3,1.97,3,"no"
"MN",125,415,"no","no",0,82,40.92,85,22.9,74,8.42,3,2.73,0,"yes"
"WI",72,408,"no","no",0,113,30.58,112,12.73,79,7.57,7,2.65,2,"no"
"MI",74,415,"no","no",0,86,53.4,99,18.9,121,11.66,5,3.32,3,"yes"
"MI",134,415,"no","yes",41,82,27.54,77,27.6,112,7.2,5,3.21,0,"no"
"MA",145,415,"no","no",0,89,29.89,119,23.32,69,10.2,4,3.35,1,"no"
"AL",136,510,"no","no",0,91,18.6,111,17.64,107,6.08,5,3.13,0,"no"
"WI",66,415,"yes","no",0,84,35.48,88,14.73,107,11.91,3,2.24,3,"no"
"VT",152,510,"no","yes",20,108,36.48,82,8.21,145,7.68,5,2.13,1,"no"
"OR",72,510,"no","no",0,133,24.02,96,11.47,97,10.24,3,3.02,2,"no"
"WV",125,415,"no","no",0,128,35.02,71,16.84,116,6.12,3,3.56,0,"no"
"RI",46,408,"no","no",0,105,6.87,83,14.65,89,6.53,2,2.43,2,"no"
"MI",132,408,"no","no",0,104,49.5,132,19.91,87,8.63,3,2.4,1,"yes"
"ME",193,415,"no","yes",31,58,12.1,105,10.6,108,7,3,3.16,0,"no"
"WV",63,510,"no","no",0,69,44.51,135,20.83,94,9.09,4,3.97,0,"yes"
"NE",124,510,"no","no",0,134,32.52,113,22.23,111,8.2,3,2.7,1,"no"
"DC",144,415,"no","no",0,101,22.66,127,21.72,68,10.29,2,3.13,0,"no"
"NH",116,408,"no","yes",24,138,31.21,90,17.32,89,7.51,3,1.62,2,"no"
"MD",189,415,"no","yes",30,116,26.38,50,16.62,108,7.65,6,4.16,1,"no"
"NH",97,408,"no","yes",28,93,48.13,98,15.76,78,14.08,8,1.65,1,"no"
"IL",142,415,"no","yes",38,104,27.76,114,11.56,127,11.21,6,1.16,0,"no"
"OK",84,510,"no","no",0,125,34.58,88,15.55,121,9.62,2,3.73,1,"no"
"NH",119,415,"no","yes",19,110,30.28,100,18.09,123,10.18,6,2.7,1,"no"
"MI",158,415,"no","no",0,103,33.3,95,7.57,82,13.6,3,2.78,1,"no"
"ND",50,415,"no","no",0,127,50.2,100,10.83,105,7.51,6,2.59,1,"no"
"LA",98,408,"no","no",0,82,23.14,118,13.29,83,7.15,5,2.73,2,"no"
"HI",101,415,"no","yes",24,95,19.4,86,13.73,90,7.93,9,3.51,2,"no"
"WV",51,408,"no","no",0,111,28.78,69,11.86,87,8.87,3,3.24,0,"no"
"NC",117,510,"no","no",0,94,36.45,149,11.73,102,6.69,1,2.67,2,"no"
"PA",92,415,"yes","no",0,125,43.49,111,12.13,101,8.15,3,3.16,0,"no"
"WY",122,415,"no","no",0,93,20.28,103,19.03,122,9.54,4,2.35,2,"no"
"NJ",156,408,"no","yes",27,137,32.69,115,16.99,112,10.99,8,4,1,"no"
"NJ",127,510,"no","no",0,91,41.68,92,18.46,128,10.94,6,3.75,0,"yes"
"MS",145,510,"yes","yes",30,107,29.8,116,13.03,85,10.51,3,3,1,"no"
"TX",90,415,"yes","yes",26,104,28.73,104,16.05,76,9.6,3,3.59,0,"yes"
"ID",109,415,"no","no",0,143,31.3,105,17.99,116,10.93,2,2.67,1,"no"
"AL",88,415,"no","no",0,90,30.92,87,12.88,100,6.44,3,2.03,1,"no"
"WY",101,510,"no","yes",9,116,27.22,121,17.85,65,6.26,9,2.92,0,"no"
"HI",171,510,"no","no",0,122,32.27,85,14.76,84,11.57,1,2.78,0,"no"
"VA",21,415,"no","no",0,142,37.94,114,18.4,111,9.66,2,3.35,1,"no"
"WV",145,408,"no","yes",31,94,36.72,123,19.13,109,10.56,1,2.89,2,"no"
"DE",90,415,"no","no",0,124,33.75,100,22.66,80,10.95,7,2.16,2,"no"
"CA",33,408,"no","no",0,115,27.12,118,16.61,86,4.61,7,1.92,1,"no"
"PA",61,408,"no","yes",40,78,17.85,100,15.35,115,7.83,2,2.75,2,"yes"
"CO",107,415,"no","no",0,108,34.77,110,13.8,102,6.98,1,3.62,3,"no"
"MD",147,408,"no","no",0,92,46.58,82,19.7,83,12.76,1,1.67,0,"yes"
"AL",117,510,"no","no",0,84,26.98,91,15.44,67,7.98,10,2.08,2,"no"
"AL",95,415,"no","no",0,116,39.08,110,17.2,105,7.71,6,3.83,1,"no"
"KS",186,510,"no","no",0,97,23.43,118,15.95,85,6.59,6,2.35,1,"no"
"MI",128,415,"no","no",0,94,30.5,92,22.98,88,8.59,4,2.13,0,"no"
"AK",55,408,"no","yes",39,101,23.68,117,15.16,104,11.09,1,2.19,3,"no"
"SC",107,415,"no","no",0,79,35.17,117,22.3,69,6.72,3,2.89,0,"no"
"OK",35,415,"no","no",0,59,30.46,101,24.08,83,12.84,7,1.57,2,"no"
"WI",74,408,"no","no",0,136,30.16,104,20.43,133,10.68,3,3.24,0,"no"
"IN",130,408,"no","no",0,129,19.65,104,14.26,124,6.38,9,3.4,1,"no"
"IL",137,408,"yes","no",0,103,40.34,84,15.02,81,11.85,4,3.83,0,"yes"
"TN",88,415,"no","no",0,116,30.86,119,15.9,96,9.91,7,2.84,1,"no"
"DC",80,408,"no","no",0,90,8.76,98,13.94,80,7.62,4,2.57,3,"no"
"NC",116,408,"no","yes",19,104,26.47,118,15.76,116,8.67,2,2.21,3,"no"
"RI",123,510,"no","yes",23,88,41.65,105,22.53,108,10.79,3,4.02,2,"no"
"MS",120,415,"no","no",0,99,22.39,109,13.86,116,9.05,3,2.89,1,"no"
"VA",146,415,"yes","no",0,126,18.89,95,26.64,82,9.71,6,2.84,1,"no"
"KY",106,510,"no","yes",9,100,15.05,109,27.61,86,3.6,4,2.21,3,"no"
"NV",121,408,"no","yes",44,85,19.72,120,12.76,98,11.11,2,3.24,1,"no"
"WI",137,510,"no","no",0,81,26.44,94,11.31,77,11.39,2,2.46,1,"no"
"NH",84,408,"no","yes",30,65,18.11,108,19.18,61,8.49,3,1.54,2,"no"
"NE",67,510,"no","yes",31,68,29.78,73,16.93,99,9.89,6,3.56,1,"no"
"NJ",134,510,"no","yes",34,105,42.02,133,19.17,76,8.38,5,1.65,2,"yes"
"ME",62,415,"yes","yes",32,93,37.13,132,20.12,137,8.65,3,3.56,0,"yes"
"IN",130,408,"no","yes",30,117,31.45,141,21.21,103,7.1,7,2,0,"no"
"WI",20,408,"no","no",0,89,31.76,51,21.54,105,12.29,6,3.32,2,"no"
"VT",68,415,"no","no",0,119,27,105,18,101,8.91,3,2.78,1,"no"
"CA",112,415,"no","no",0,150,35.48,104,18.09,98,8.01,4,2.3,0,"no"
"IN",77,408,"no","no",0,95,31.6,98,18.02,81,12.7,4,3.05,3,"no"
"SC",109,415,"no","no",0,74,37.83,75,14.42,94,11.89,3,2.43,2,"no"
"IN",108,415,"no","no",0,101,34.19,86,14.51,113,10.68,3,3.13,3,"no"
"IA",79,415,"no","yes",17,114,28.54,93,20.71,114,9.54,2,2.46,1,"no"
"MD",119,408,"no","no",0,88,40.65,79,20.7,92,10.39,3,2.94,3,"yes"
"MS",78,415,"no","no",0,74,14.91,58,18.26,147,9.06,6,2.92,1,"no"
"MN",134,415,"no","no",0,99,41.5,111,20.99,133,9,2,1.94,0,"no"
"WA",47,415,"no","yes",27,89,28.05,118,10.82,95,12.8,4,2.08,2,"no"
"MS",59,408,"no","yes",27,110,21.66,99,8.78,73,7.39,3,2.46,0,"no"
"ID",151,415,"no","no",0,106,33.12,103,24.88,82,10.11,3,1.49,0,"no"
"NC",129,415,"no","no",0,131,9.3,105,21.77,135,7.95,4,3,1,"no"
"VA",107,510,"no","yes",27,104,48.18,152,19.05,63,10.86,7,3.89,2,"no"
"MT",137,408,"yes","no",0,112,43.86,117,20.95,100,7.79,3,2.94,0,"yes"
"MI",76,510,"no","no",0,142,15.39,75,17.99,76,8.77,2,2.51,1,"no"
"HI",24,415,"no","no",0,132,40.05,129,9.85,136,8.34,2,4.37,0,"no"
"NC",169,408,"no","no",0,82,24.23,110,19.67,67,5.9,4,2.7,2,"no"
"MN",30,408,"no","no",0,68,9.18,96,15.24,101,11.12,8,2.75,1,"no"
"WV",70,415,"no","no",0,87,36.52,114,11.14,104,9.76,3,2.54,3,"no"
"SD",52,510,"yes","no",0,118,42.74,80,16.71,53,8.64,2,2.97,0,"yes"
"MS",38,415,"no","no",0,114,19.94,105,17.74,98,9.15,2,3.89,2,"no"
"NY",104,415,"no","no",0,108,44.88,75,11.24,91,8,8,2.86,3,"no"
"LA",27,408,"no","no",0,105,14.04,99,17.34,122,10.09,4,2.46,1,"no"
"KS",166,415,"yes","yes",28,126,29.89,76,21.56,72,5.78,5,3.08,1,"no"
"MA",13,408,"no","no",0,100,37.47,79,17.95,112,11.67,8,3.67,2,"no"
"AK",52,408,"no","no",0,104,36.89,83,12.95,109,6.04,4,3.19,2,"no"
"SD",114,415,"no","yes",25,77,21.93,110,24.65,110,7.97,5,3.13,1,"no"
"CO",156,408,"no","no",0,106,25.59,112,13,86,9.72,3,0.95,1,"no"
"NH",90,415,"no","yes",42,66,32.86,85,22.38,97,9.65,4,3,0,"no"
"WV",62,415,"no","no",0,122,32.22,95,8.82,106,8.13,5,2.92,2,"no"
"AZ",82,415,"no","yes",33,95,23.43,128,20.02,70,12.06,6,2.97,2,"no"
"ME",52,510,"no","no",0,80,21.98,101,12.13,89,11.62,4,3.32,3,"no"
"NH",146,510,"no","no",0,77,19.65,100,18.16,72,9.83,6,2.89,1,"no"
"RI",120,415,"no","yes",23,114,37.72,84,21.65,117,11.27,5,1.94,2,"no"
"WI",90,408,"no","no",0,91,10.42,94,16.52,80,6.44,9,3.08,1,"no"
"NM",147,408,"yes","no",0,113,31.25,110,14,87,5,4,2.73,1,"no"
"WY",159,415,"no","no",0,68,28.46,74,12.22,111,6.3,3,2.78,0,"yes"
"TX",130,408,"no","no",0,101,42.84,105,14.47,64,9.41,5,1.54,0,"no"
"RI",155,408,"yes","no",0,94,27.73,108,24.79,111,4.34,3,3.02,0,"no"
"MI",87,415,"no","no",0,80,33.71,89,15.9,96,6.01,4,4.48,2,"no"
"VA",99,510,"no","no",0,78,21.81,120,18.3,140,6.47,9,3.86,2,"no"
"MS",130,510,"no","yes",26,108,43.72,122,19.07,118,9.18,4,3.4,1,"no"
"HI",99,415,"no","no",0,90,21.18,70,12.44,95,7.62,6,2.84,1,"no"
"WV",36,408,"no","no",0,144,29.77,69,18.44,146,10.97,3,2.67,1,"no"
"WV",87,415,"no","no",0,91,21.13,105,14.74,109,11.53,5,2.03,3,"no"
"WV",139,415,"no","no",0,130,46.17,131,13.26,108,6.13,9,3.13,2,"no"
"IN",189,510,"no","no",0,80,37.38,117,12.18,69,5.88,7,3.16,1,"no"
"DE",112,408,"no","no",0,119,17.19,67,18.22,112,8.08,5,2.78,2,"no"
"NC",75,408,"no","no",0,70,34.56,97,19.46,118,10,3,3.86,1,"no"
"NM",178,415,"no","yes",35,88,29.82,65,16.15,94,6.24,3,2.84,2,"no"
"SC",112,415,"no","no",0,97,45.22,94,18.24,100,13.78,2,3.83,2,"yes"
"NJ",108,415,"no","yes",41,110,29.17,78,11.57,103,8.25,7,2.92,0,"no"
"AZ",100,510,"no","no",0,98,13.38,102,19.18,106,6.77,8,3.78,0,"no"
"RI",121,510,"no","yes",20,110,36.02,120,18.28,107,10.73,2,2.54,0,"no"
"SD",116,415,"no","no",0,101,10.83,95,16.64,87,9.45,6,2.7,1,"no"
"NH",161,415,"no","no",0,100,29.48,74,18.16,69,6.37,4,3.11,1,"no"
"AL",19,415,"yes","no",0,98,40.41,121,17.6,95,8.2,4,1.22,0,"no"
"WV",104,415,"no","no",0,123,38.4,106,13.84,85,12.24,4,2.73,1,"no"
"ID",119,415,"yes","yes",32,101,29.41,93,17.8,91,10.4,4,3.29,0,"no"
"MD",125,415,"no","no",0,102,38.23,87,12.22,105,8.95,2,2.16,0,"no"
"IN",156,510,"no","no",0,122,40.41,91,15.43,151,8.36,4,2.08,1,"no"
"WY",109,415,"no","no",0,128,23.29,116,18.45,86,8.19,5,2.7,2,"no"
"NH",95,510,"no","no",0,109,24.23,107,14.97,88,8.53,3,2.21,2,"no"
"MN",90,408,"no","no",0,126,24.21,118,10.73,71,12.34,4,1.24,1,"no"
"NH",101,510,"no","no",0,124,37.45,101,16.03,98,12.53,4,2.86,1,"no"
"MN",95,415,"no","no",0,96,25.36,116,22.16,120,9.05,2,2.19,1,"no"
"IA",123,415,"no","no",0,88,34.75,111,11.69,100,10.17,4,2.7,0,"no"
"NY",160,408,"no","no",0,77,36.86,117,17.62,117,10.29,2,1.51,1,"no"
"AL",141,510,"no","yes",28,123,52.36,128,21.06,103,6.88,3,2,1,"no"
"WV",87,415,"no","no",0,125,9.86,116,5.74,136,8.37,3,3.11,0,"no"
"NM",81,415,"no","no",0,80,29.44,94,20.08,84,10.81,6,3.19,2,"no"
"MA",126,408,"no","yes",24,125,10.01,90,25.97,73,7.15,6,3.27,0,"no"
"ME",28,415,"no","no",0,102,40.26,87,14.2,115,12.61,3,2.62,3,"no"
"FL",153,415,"no","no",0,102,38.91,136,13.66,109,9.14,2,3.38,0,"no"
"NH",97,408,"no","yes",32,87,15.3,113,23.49,107,8.33,6,2.32,2,"yes"
"IN",115,408,"no","no",0,128,24.94,74,9.03,104,8.9,4,3,2,"no"
"WI",95,408,"no","no",0,83,40.34,65,13.09,105,10.67,6,3.02,1,"no"
"MA",17,415,"yes","no",0,118,27.68,91,19.52,94,14.97,3,3.67,0,"yes"
"NH",105,415,"no","yes",20,114,31.77,91,21.79,104,15.06,2,2.4,1,"no"
"TX",121,415,"no","no",0,100,14.64,113,22.08,79,6.66,9,2.46,2,"no"
"NC",125,408,"no","no",0,89,36.09,127,18.31,73,8.41,2,3.05,2,"no"
"CT",124,415,"no","no",0,98,25.67,119,10.25,81,6.88,2,2.48,2,"no"
"NJ",35,408,"no","no",0,67,26.96,96,11.08,80,10.34,5,1.86,2,"no"
"WY",134,510,"no","no",0,93,50.32,117,19.24,98,11.11,10,3.32,0,"yes"
"LA",123,510,"no","yes",32,77,36.09,78,21.38,85,9.39,2,1.78,3,"no"
"NV",124,415,"no","no",0,61,39.85,111,15.24,117,12.85,6,2.81,3,"no"
"WV",133,510,"no","no",0,92,30.06,97,15.94,88,8.86,3,1.76,2,"no"
"AR",185,415,"no","yes",19,123,26.74,94,21.9,107,8.57,6,2.59,0,"no"
